track,date,race,post_position,horse_name,race_back,age_sex_restrictions,alt_comment_line,apprentice_wt_allow,bris_2f_pace_fig,bris_4f_pace_fig,bris_6f_pace_fig,bris_8f_pace_fig,bris_late_pace_fig,bris_race_shape_first_call,bris_race_shape_second_call,bris_speed_rating,bris_track_code,claim_trainer_switch_date,claim_trainer_switch_n1,claim_trainer_switch_n2,claim_trainer_switch_n3,claim_trainer_switch_n4,claim_trainer_switch_n5,claimed_code,claiming_price,days_since_prev_race,distance,entry,eqb_abbrev_race_conditions,equipment,extended_start_comment,favorite_indicator,final_time,finish_between_lengths,finish_between_lengths_only,finish_position,first_call_between_lengths,first_call_between_lengths_only,first_call_position,fraction_1,fraction_2,fraction_2f,fraction_3,fraction_4f,fraction_5f,fraction_6f,fraction_8f,front_bandages_indicator,gate_call_position,jockey,medication,money_position,num_entrants,odds,pp_post_position,prev_all_weather_surface_flag,purse,race_classification,race_date,race_name,race_num,race_type,restricted_qualifier_flag,sealed_track_indicator,second_call_between_lengths,second_call_between_lengths_only,second_call_position,second_place_margin,second_place_name,second_place_weight,speed_rating,start_call_between_lengths,start_call_between_lengths_only,start_call_position,statebred_flag,stretch_between_lengths,stretch_between_lengths_only,stretch_position,surface,third_place_margin,third_place_name,third_place_weight,track_code,track_condition,track_variant,trainer,trip_comment,weight,winner_margin,winner_name,winner_weight,target_FP,official_final_odds,year,target_top3,target_top5
CD,2022-05-07,12,21,RICH STRIKE,4,AON,,,75,80,76,,75,7,2,74,FG,,,,,,,,,78,1870,,GunRunnerB100k,b,12-26-21 At rear 3p1st; inside 2nd; no factor,0,104.19,14.00,14.00,5,7.25,7.25,7,24.41,47.76,24.41,72.57,47.76,,72.57,97.63,0,7,LEON SONNY,0,5,7,46.20,7,,100000,GunRunnerB100k,20211226,Gun Runner S.,11,N,,,8.00,8.00,7,2.00,TEJANO TWIST,122,77,6.50,6.50,7,,10.00,10.00,5,D,0.13,SURFER DUDE,122,FG,FT,9,REED ERIC R,3p1st;ins2nd;no factor,122,6.50,EPICENTER,122,1,80.8,2022,1,1
CD,2022-05-07,12,21,RICH STRIKE,5,AON,,,81,90,86,,80,12,13,81,KEE,,,,,,,,,22,1760,,OC80000NW2L,b,10-09-21 Bobbled; bumped start; steadied along 1st; 4p upr; late gain,0,98.52,3.50,3.50,3,3.50,3.50,6,23.13,46.75,23.13,71.83,46.75,,71.83,,0,6,LEPAROUX JULIEN R,0,3,7,3.70,5,,86000,OC80000n2l,20211009,,4,AO,,,6.50,6.50,6,2.50,BRITAIN'S KITTEN,118,73,4.75,4.75,6,,6.00,6.00,5,D,0.50,RICH STRIKE,118,KEE,FT,20,REED ERIC R,Bobbled st; steady 1st,118,1.00,SPORT PEPPER,118,1,80.8,2022,1,1
CD,2022-05-07,12,21,RICH STRIKE,6,AON,Claimed from Calumet Farm  Sharp Joe Trainer,,81,86,83,,89,4,-2,85,CD,09/17/2021,257,50,35,33,0.10,c,30000,33,1760,,Md30000c,b,09-17-21 Back early; moved turn; took over 1/4; drew off str; geared down,0,96.84,17.25,,1,1.50,1.50,4,22.89,46.53,22.89,71.85,46.53,,71.85,,0,11,BESCHIZZA ADAM,0,1,11,10.30,1,,50000,Md30000c,20210917,,5,M,,,0.50,,1,3.25,LOONSHOT,119,85,5.00,5.00,8,,7.00,,1,D,2.50,PAYNT YOUR WAGON,119,CD,FT,14,SHARP JOE,Drew off; geared down,119,17.25,RICH STRIKE,119,1,80.8,2022,1,1
CD,2022-05-07,12,21,RICH STRIKE,7,AON,,,59,49,31,,86,-14,-17,51,ELP,,,,,,,,,,1760,,MdSpWt,,08-15-21 Outrun,0,99.52,14.50,14.50,10,6.25,6.25,8,25.71,51.35,25.71,76.65,51.35,,76.65,,0,10,SANTANA RICARDO JR,0,10,10,4.70,3,,51000,MdSpWt,20210815,,9,S,,,10.00,10.00,10,2.75,CLOSE KNIT,119,51,10.00,10.00,10,,15.00,15.00,10,T,0.25,GRAEL,119,ELP,FM,18,SHARP JOE,Outrun,119,1.50,CALL ME GUSTO,119,1,80.8,2022,1,1
CD,2022-05-07,12,3,EPICENTER,1,BON,,,83,87,90,,106,-3,-8,101,FG,,,,,,,,,35,2090,,LaDerby-G2,,03-26-22 Stalk ins;rated comfortably;3w5/16;6p1/4;assertd authority;wrappd,1,114.38,2.50,,1,1.50,1.50,3,47.35,71.69,23.27,96.16,47.35,,71.69,96.16,0,2,ROSARIO JOEL,0,1,9,1.00,6,,1000000,LaDerby-G2,20220326,Twinspires.com Louisiana Derby,12,G2,,,1.50,1.50,3,2.00,ZOZOS,122,104,2.00,2.00,3,,1.50,,1,D,3.50,PIONEER OF MEDINA,122,FG,FT,1,ASMUSSEN STEVEN M,Rate ins;authoritative,122,2.50,EPICENTER,122,2,4.1,2022,1,1
CD,2022-05-07,12,3,EPICENTER,2,BON,,,95,100,103,,89,9,5,98,FG,,,,,,,,,28,1980,,RisenStr-G2,,02-19-22 Bump start;set pace ins;uncontested;glided away upr;geared down,0,109.03,2.75,,1,1.00,,1,47.97,72.25,23.79,96.58,47.97,,72.25,96.58,0,4,ROSARIO JOEL,0,1,10,3.50,5,,400000,RisenStr-G2,20220219,Risen Star S. presented by Lamarque Ford,13,G2,,,1.50,,1,0.50,SMILE HAPPY,122,101,1.00,,1,,4.50,,1,D,0.13,ZANDON,122,FG,FT,2,ASMUSSEN STEVEN M,Glided away;geard down,122,2.75,EPICENTER,122,2,4.1,2022,1,1
CD,2022-05-07,12,3,EPICENTER,3,BON,,,99,104,101,,84,15,7,93,FG,,,,,,,,,27,1870,,Lecomte-G3,,01-22-22 Set pace 2w;clear 2p3/4;met bids btw5/16;dueled 2w1/4;game;nailed,0,104.36,0.13,0.13,2,1.50,,1,23.4,47.01,23.40,72.16,47.01,,72.16,97.71,0,4,ROSARIO JOEL,0,2,9,1.60,5,,200000,Lecomte-G3,20220122,Lecomte S.,14,G3,,,1.00,,1,0.75,EPICENTER,122,92,0.50,,1,,0.50,,1,D,3.50,PAPPACAP,122,FG,FT,9,ASMUSSEN STEVEN M,2p;dueld1/4;game;naild,122,0.13,CALL ME MIDNIGHT,122,2,4.1,2022,1,1
CD,2022-05-07,12,3,EPICENTER,4,AON,,,87,94,92,,87,7,2,90,FG,,,,,,,,,43,1870,,GunRunnerB100k,,12-26-21 Pressed 2wd; vied; took over 1/4; ridden out,0,104.19,6.50,,1,0.13,0.13,2,24.41,47.76,24.41,72.57,47.76,,72.57,97.63,0,3,HERNANDEZ B J JR,0,1,7,2.90,1,,100000,GunRunnerB100k,20211226,Gun Runner S.,11,N,,,0.13,0.13,2,2.00,TEJANO TWIST,122,91,0.50,0.50,2,,3.00,,1,D,0.13,SURFER DUDE,122,FG,FT,9,ASMUSSEN STEVEN M,Vied 2wd; ridden out,122,6.50,EPICENTER,122,2,4.1,2022,1,1
CD,2022-05-07,12,3,EPICENTER,5,AON,,,92,98,103,,85,8,8,95,CD,,,,,,,,,56,1760,,MdSpWt,,11-13-21 Sent for position; angled in; set pace; repelled foe; clear; held,0,96.36,3.50,,1,0.13,0.13,2,22.87,45.84,22.87,70.43,45.84,,70.43,,0,6,ROSARIO JOEL,0,1,10,3.10,10,,120000,MdSpWt,20211113,,8,S,,,0.50,,1,2.50,SEAL BEACH,119,88,0.50,,1,,3.00,,1,D,3.00,SURFER DUDE,119,CD,GD,17,ASMUSSEN STEVEN M,Controlled pace; clear,119,3.50,EPICENTER,119,2,4.1,2022,1,1
CD,2022-05-07,12,3,EPICENTER,6,AON,,,98,99,,,72,3,-2,82,CD,,,,,,,,,,1540,,MdSpWt,,09-18-21 Set pace early; inside turn; 2p into lane; gave way late stretch,0,82.75,7.75,7.75,6,0.50,,1,22.37,45.72,22.37,70.14,45.72,,70.14,,0,4,SANTANA RICARDO JR,0,6,10,13.20,2,,120000,MdSpWt,20210918,,5,S,,,0.50,,1,3.25,SEAL BEACH,119,81,,,4,,2.50,2.50,3,D,0.06,GIANT GAME,119,CD,FT,13,ASMUSSEN STEVEN M,Ins trn;2p1/4;gave way,119,2.25,GREAT ESCAPE,119,2,4.1,2022,1,1
CD,2022-05-07,12,4,SUMMER IS TOMORROW,1,BON,03-26-22 Sn led; rdn clr 500m out; hdd 200m out; r.o.,,,,,,,,,,MEY,,,,,,,,,29,2078,,U Drby Spnsr-G,,03-26-22 Sn led; rdn clr 500m out; hdd 200m out; r.o.,0,119.76,2.75,2.75,2,,,,,,,,,,,,0,,*BARZALONA MICKAEL,0,2,16,0.00,0,,1000000,U Drby Spns-G2,20220326,UAE Derby Sponsored By Mubadala,4,G2,,,,,,1.25,SUMMER IS TOMORROW,121,0,,,,,,,,D,0.75,ISLAND FALCON,121,MEY,FT,0,*96SEEMAR BHUPAT,,121,2.75,CROWN PRIDE,121,20,36.8,2022,0,0
CD,2022-05-07,12,4,SUMMER IS TOMORROW,2,BON,02-25-22 Sn led; rdn clr 600m out; r.o. wl; easily,,,,,,,,,,MEY,,,,,,,,,13,1531,,Alw60000,,02-25-22 Sn led; rdn clr 600m out; r.o. wl; easily,0,84.89,8.25,,1,,,,,,,,,,,,0,,*DOYLE JAMES,0,1,10,0.00,0,,60000,Alw60000,20220225,Al Karama S. Presented By Lincoln Corsair,1,A,,,,,,0.13,RAWY,126,0,,,,,,,,D,0.75,J J JUMBO,126,MEY,FT,0,*SEEMAR BHUPAT,,126,8.25,SUMMER IS TOMORROW,126,20,36.8,2022,0,0
CD,2022-05-07,12,4,SUMMER IS TOMORROW,3,BON,02-12-22 Sn led; hdd 400m out; wknd fnl 100m,,,,,,,,,,*JA,,,,,,,,,29,1312,,Alw27200,,02-12-22 Sn led; hdd 400m out; wknd fnl 100m,0,73.64,2.75,2.75,4,,,,,,,,,,,,0,,*O'SHEA TP,0,4,9,0.00,0,,27229,Alw27200,20220212,Arm Holding,4,A,,,,,,1.25,BLACK MARK,128,0,,,,,,,,D,0.06,NOMASEE,131,*JA,FT,0,*96SEEMAR BHUPAT,,131,1.50,LIBYAN CLASSIC,128,20,36.8,2022,0,0
CD,2022-05-07,12,4,SUMMER IS TOMORROW,4,BON,01-14-22 Trckd ldrs; r.o. wl fnl 500m; no ch w wnr,,,,,,,,,,MEY,,,,,,,,,22,1312,,Alw60000,,01-14-22 Trckd ldrs; r.o. wl fnl 500m; no ch w wnr,0,72.34,4.25,4.25,2,,,,,,,,,,,,0,,*O'SHEA TP,0,2,7,0.00,0,,60000,Alw60000,20220114,Festival City S. Presented By Palm West Beach,1,A,,,,,,3.50,SUMMER IS TOMORROW,121,0,,,,,,,,D,0.50,MR KAFOO,121,MEY,FT,0,*SEEMAR BHUPAT,,121,4.25,BET LAW,130,20,36.8,2022,0,0
CD,2022-05-07,12,4,SUMMER IS TOMORROW,5,AUN,12-23-21 Sn led; rdn clr 400m out; r.o. wl; easily,,,,,,,,,,MEY,,,,,,,,,21,1312,,MdSpWt,,12-23-21 Sn led; rdn clr 400m out; r.o. wl; easily,0,72.33,4.50,,1,,,,,,,,,,,,0,,*O'SHEA TP,0,1,9,0.00,0,,22464,MdSpWt,20211223,British Business Group Sponsored By Dubai Chamber,1,S,,,,,,2.75,RAWY,128,0,,,,,,,,D,1.25,MR KAFOO,128,MEY,FT,0,*SEEMAR BHUPAT,,128,4.50,SUMMER IS TOMORROW,128,20,36.8,2022,0,0
CD,2022-05-07,12,4,SUMMER IS TOMORROW,6,AUN,12-02-21 Trckd ldr til wknd fnl 300m,,,,,,,,,,MEY,,,,,,,,,14,1531,,MdSpWt,,12-02-21 Trckd ldr til wknd fnl 300m,0,86.91,5.00,5.00,7,,,,,,,,,,,,0,,*O'SHEA TP,0,7,12,0.00,0,,22464,MdSpWt,20211202,Dubai Sponsored By UAE Navy,1,S,,,,,,1.25,STREET MOOD,128,0,,,,,,,,D,0.50,MADE IN DUBAI,128,MEY,FT,0,*SEEMAR BHUPAT,,128,0.25,MUJEER,125,20,36.8,2022,0,0
CD,2022-05-07,12,4,SUMMER IS TOMORROW,7,AUN,11-18-21 Sn led; hdd 500m out; r.o. wl,,,,,,,,,,MEY,,,,,,,,,,1312,,MdSpWt,,11-18-21 Sn led; hdd 500m out; r.o. wl,0,72.32,8.25,8.25,2,,,,,,,,,,,,0,,*O'SHEA TP,0,2,7,0.00,0,,22464,MdSpWt,20211118,Dubai Civil Defense,1,S,,,,,,3.25,SUMMER IS TOMORROW,128,0,,,,,,,,D,1.75,STREET MOOD,128,MEY,FT,0,*SEEMAR BHUPAT,,128,8.25,TAKING NAMES,128,20,36.8,2022,0,0
CD,2022-05-07,12,5,SMILE HAPPY,1,BON,,,82,85,96,,102,-6,-4,101,KEE,,,,,,,,,49,1980,,BlueGras-G1,,04-09-22 Stalkd 3wd-4p;bid 1/4;bumped;led;btwn 1/8;outkickd 1/16;2nd best,1,110.35,2.50,2.50,2,1.50,1.50,3,48.39,72.72,24.04,97.86,48.39,,72.72,97.86,0,4,LANERIE C J,0,2,11,1.90,10,,1000000,BlueGras-G1,20220409,Toyota Blue Grass S.,9,G1,,,1.50,1.50,3,3.75,SMILE HAPPY,123,85,2.50,2.50,4,,1.00,,1,D,0.50,EMMANUEL,123,KEE,GD,18,MCPEEK KENNETH G,Stalk 3w;bid1/4;outkck,123,2.50,ZANDON,123,8,14.1,2022,0,0
CD,2022-05-07,12,5,SMILE HAPPY,2,BON,,,84,92,93,,93,9,5,95,FG,,,,,,,,,84,1980,,RisenStr-G2,,02-19-22 Off pace 2wd;tracked 3pth btw2nd;split 3/16;up place 1/8;gaining,1,109.03,2.75,2.75,2,4.00,4.00,7,47.97,72.25,23.79,96.58,47.97,,72.25,96.58,0,7,LANERIE C J,0,2,10,2.20,8,,400000,RisenStr-G2,20220219,Risen Star S. presented by Lamarque Ford,13,G2,,,4.50,4.50,7,0.50,SMILE HAPPY,122,98,5.00,5.00,8,,4.50,4.50,3,D,0.13,ZANDON,122,FG,FT,2,MCPEEK KENNETH G,2w;split3/16;up plc1/8,122,2.75,EPICENTER,122,8,14.1,2022,0,0
CD,2022-05-07,12,5,SMILE HAPPY,3,AON,,,83,80,90,,102,-6,-7,98,CD,,,,,,,,,29,1870,,KyJC-G2,,11-27-21 3p 1st;well placed;4wd far;6p into lane;drove past 1/8; drew away,0,103.94,3.25,,1,2.25,2.25,5,23.95,48.94,23.95,73.25,48.94,,73.25,97.70,0,5,LANERIE C J,0,1,11,4.80,6,,400000,KyJC-G2,20211127,Kentucky Jockey Club S.,11,G2,,,0.75,0.75,4,2.75,CLASSIC CAUSEWAY,122,86,4.00,4.00,5,,0.50,,1,D,0.50,WHITE ABARRIO,122,CD,FT,21,MCPEEK KENNETH G,4w1/4;drv past;cleared,122,3.25,SMILE HAPPY,122,8,14.1,2022,0,0
CD,2022-05-07,12,5,SMILE HAPPY,4,AON,,,83,87,80,,93,6,-1,87,KEE,,,,,,,,,,1870,,MdSpWt,,10-29-21 Well placed; split 3/8;3wd 1/4;rolled past;drew off; ridden out,0,104.75,5.50,,1,2.75,2.75,6,23.34,47.28,23.34,72.82,47.28,,72.82,98.44,0,5,HERNANDEZ B J JR,0,1,9,3.30,5,,84000,MdSpWt,20211029,,2,S,,,3.00,3.00,5,1.25,I'M A WAR LORD,119,80,4.00,4.00,6,,2.50,,1,D,1.00,STAR ALIGNMENT,119,KEE,FT,19,MCPEEK KENNETH G,Rolled past; drew off,119,5.50,SMILE HAPPY,119,8,14.1,2022,0,0
CD,2022-05-07,12,6,MESSIER,1,BON,,,91,100,109,,102,4,-1,108,SA,,,,,,,,,62,1980,,SADerby-G1,,04-09-22 Up close; between; stalked outside; bid 3/8; led 1/4; yieleded,0,108.46,2.25,2.25,2,1.00,1.00,2,46.7,70.97,22.75,95.86,46.70,,70.97,95.86,0,4,VELAZQUEZ J R,0,2,6,1.30,4,,750000,SADerby-G1,20220409,RUNHAPPY Santa Anita Derby,6,G1,,,0.50,0.50,2,10.00,MESSIER,124,89,0.50,0.50,2,,1.00,,1,D,0.25,HAPPY JACK,124,SA,FT,8,YAKTEEN TIM,Bid 3/8;clear;yielded,124,2.25,TAIBA,124,15,7.1,2022,0,0
CD,2022-05-07,12,6,MESSIER,2,BON,,,91,97,104,,100,3,0,104,SA,02/06/2022,341,108,65,50,-0.17,,,57,1870,,RBLewis-G3,,02-06-22 Vied inside; cleared 1/4; powered away; hand urging,1,102.89,15.00,,1,0.50,,1,23.24,46.94,23.24,71.32,46.94,,71.32,96.32,0,1,VELAZQUEZ J R,0,1,5,0.60,1,,200000,RBLewis-G3,20220206,Robert B. Lewis S.,8,G3,,,0.50,,1,7.00,CABO SPIRIT,124,95,0.50,,1,,8.00,,1,D,4.50,WHARTON,120,SA,FT,8,BAFFERT BOB,Ins;clear1/4;hand urgd,120,15.00,MESSIER,120,15,7.1,2022,0,0
CD,2022-05-07,12,6,MESSIER,3,AON,,,94,99,108,,88,7,7,100,LRC,,,,,,,,,27,1870,,LosAlFut-G2,b,12-11-21 Vied 3deep; between; dueled; bumped past 3/16; led; yielded,1,102.33,1.00,1.00,2,0.13,0.13,2,22.79,46.62,22.79,70.83,46.62,,70.83,95.66,0,3,PRAT FLAVIEN,0,2,5,0.50,3,,300000,LosAlFut-G2,20211211,Los Alamitos Futurity,9,G2,,,0.13,,1,9.00,MESSIER,120,93,1.00,1.00,3,,0.50,,1,D,1.75,BAROSSA,120,LRC,FT,15,BAFFERT BOB,3dp;btw;bpd 3/16;yield,120,1.00,SLOW DOWN ANDY,120,15,7.1,2022,0,0
CD,2022-05-07,12,6,MESSIER,4,AON,,,92,107,,,80,6,13,93,DMR,,,,,,,,,23,1540,,BobHope-G3,,11-14-21 Settled; outside; 4wide into str; drove clear,1,82.74,3.50,,1,4.50,4.50,4,21.4,43.23,21.40,69.22,43.23,,69.22,,0,4,PRAT FLAVIEN,0,1,4,1.20,1,,100000,BobHope-G3,20211114,Bob Hope S.,8,G3,,,3.50,3.50,3,1.75,FORBIDDEN KINGDOM,120,97,,,4,,0.50,0.50,2,D,4.50,WINNING MAP,120,DMR,FT,6,BAFFERT BOB,4wd into str;drove clr,120,3.50,MESSIER,120,15,7.1,2022,0,0
CD,2022-05-07,12,6,MESSIER,5,AON,,,93,103,,,83,2,3,91,SA,,,,,,,,,117,1320,,MdSpWt,b,10-22-21 Broke in; chased off rail; cleared turn; drew off easily,1,70.26,6.50,,1,2.00,2.00,2,21.82,44.61,21.82,56.95,44.61,56.95,,,0,3,PRAT FLAVIEN,0,1,6,0.40,3,,61000,MdSpWt,20211022,,4,S,,,2.00,,1,0.50,DON'T SWEAR DAVE,122,86,,,3,,6.00,,1,D,4.75,BLACKADDER,122,SA,FT,15,BAFFERT BOB,Brk in;drew off easily,122,6.50,MESSIER,122,15,7.1,2022,0,0
CD,2022-05-07,12,6,MESSIER,6,AON,,,89,,,,76,,,74,LRC,,,,,,,,,,1100,,MdSpWt,b,06-27-21 Stalked off rail; drifted in upper; angled out; in 1/8,1,58.02,1.00,1.00,2,1.50,1.50,4,22.16,45.86,22.16,,45.86,,,,0,4,SMITH M E,0,2,5,0.50,5,,45000,MdSpWt,20210627,,6,S,,,2.50,2.50,3,2.00,MESSIER,122,88,,,4,,2.00,2.00,2,D,1.75,CARBONITE,122,LRC,FT,11,BAFFERT BOB,Drftd uppr;anlg out/in,122,1.00,OLYMPIC LEGEND,122,15,7.1,2022,0,0
CD,2022-05-07,12,7,CROWN PRIDE,1,BON,03-26-22 Trckd ldrs; led 150m out; r.o. wl,,,,,,,,,,MEY,,,,,,,,,34,2078,,U Drby Spnsr-G,,03-26-22 Trckd ldrs; led 150m out; r.o. wl,0,119.76,2.75,,1,,,,,,,,,,,,0,,*LANE DAMIAN,0,1,16,0.00,0,,1000000,U Drby Spns-G2,20220326,UAE Derby Sponsored By Mubadala,4,G2,,,,,,1.25,SUMMER IS TOMORROW,121,0,,,,,,,,D,0.75,ISLAND FALCON,121,MEY,FT,0,*SHINTANI KOICHI,,121,2.75,CROWN PRIDE,121,13,17.5,2022,0,0
CD,2022-05-07,12,7,CROWN PRIDE,2,BON,,,,,,,,,,,TOK,,,,,,,,,105,1750,,Hyacinth S315k,,,0,95.30,3.50,3.50,6,,,,,,,,,,,,0,,*DEMURO M,0,6,14,3.50,9,,314672,Hyacinth S315k,20220220,Hyacinth S.,9,N,,,,,,1.25,GERALDO BAROWS,123,0,,,,,,,,D,0.50,SEA VIXEN,119,TOK,MY,0,*SHINTANI K.,,123,0.25,COMBUSTION,126,13,17.5,2022,0,0
CD,2022-05-07,12,7,CROWN PRIDE,3,AON,,,,,,,,,,,HSN,,,,,,,,,35,1968,,Mochinoki169k,,,0,113.50,3.00,,1,,,,,,,,,,,,0,,*MIYUKI H,0,1,13,6.20,13,,168536,Mochinoki169k,20211107,Mochinoki Sho,9,N,,,,,,8.00,WELCOME NEWS,121,0,,,,,,,,D,0.25,ATRACTIVO,121,HSN,FT,0,*SHINTANI K.,,121,3.00,CROWN PRIDE,121,13,17.5,2022,0,0
CD,2022-05-07,12,7,CROWN PRIDE,4,AON,,,,,,,,,,,CYO,,,,,,,,,,1968,,MdSpWt,,,0,115.30,6.00,,1,,,,,,,,,,,,0,,*MIYUKI H,0,1,10,8.30,3,,120649,MdSpWt,20211003,,4,S,,,,,,1.25,SALT GREEN,121,0,,,,,,,,D,4.00,TAGANO HIMOROGI,119,CYO,FT,0,*SHINTANI K.,,121,6.00,CROWN PRIDE,121,13,17.5,2022,0,0
CD,2022-05-07,12,8,CHARGE IT,1,BON,,,86,96,108,,77,11,18,94,GP,,,,,,,,,49,1980,,FlaDerby-G1,,04-02-22 Hit gate; tracked 2wd; 4wd 1/4; lugged in upper & 1/16; left lead,0,110.64,1.25,1.25,2,2.00,2.00,4,47.24,70.68,23.67,96.55,47.24,,70.68,96.55,0,10,SAEZ LUIS,0,2,11,3.20,6,,1000000,FlaDerby-G1,20220402,Curlin Florida Derby Presented by Hill 'n' Dale Farms at Xalapa,14,G1,,,2.50,2.50,4,1.00,CHARGE IT,122,84,2.50,2.50,4,,2.00,2.00,4,D,3.50,SIMPLIFICATION,122,GP,FT,13,PLETCHER TODD A,Hit gate;lug in 2x str,122,1.25,WHITE ABARRIO,122,17,16.0,2022,0,0
CD,2022-05-07,12,8,CHARGE IT,2,BON,,,81,78,87,,107,-13,-11,98,GP,,,,,,,,,35,1760,,MdSpWt,,02-12-22 Set pace; 2wd into stretch; drew off; much the best,1,95.55,8.50,,1,1.00,,1,24.24,47.47,24.24,71.45,47.47,,71.45,,0,2,SAEZ LUIS,1,1,10,0.20,10,,60000,MdSpWt,20220212,,9,S,,,1.50,,1,1.75,ENOUGH ALREADY,120,94,1.00,,1,,5.00,,1,D,2.00,TOUCH CODE,120,GP,FT,10,PLETCHER TODD A,Drew off;much the best,120,8.50,CHARGE IT,120,17,16.0,2022,0,0
CD,2022-05-07,12,8,CHARGE IT,3,BON,,,87,91,93,,88,3,3,91,GP,,,,,,,,,,1760,,MdSpWt,,01-08-22 Long duel inside winner,1,96.15,0.25,0.25,2,0.50,,1,23.68,46.13,23.68,70.58,46.13,,70.58,,0,3,SAEZ LUIS,1,2,10,1.40,2,,60000,MdSpWt,20220108,,7,S,,,0.13,,1,12.50,CHARGE IT,120,91,0.50,0.50,2,,0.13,,1,D,2.50,TOUCH CODE,120,GP,FT,9,PLETCHER TODD A,Long duel inside winnr,120,0.25,VOLCANIC,120,17,16.0,2022,0,0
CD,2022-05-07,12,9,TIZ THE BOMB,1,BON,,,76,86,93,,105,-2,-6,101,TP,,,,,,,,,28,1980,,JRSteaks-G3,,04-02-22 Well placed; rallied up three wide; urged sharply cleared off,1,108.60,2.25,,1,2.75,2.75,6,47.06,71.38,23.25,95.89,47.06,,71.38,95.89,0,6,HERNANDEZ B J JR,0,1,12,1.60,7,A,600000,JRSteaks-G3,20220402,Jeff Ruby Steaks S.,12,G3,,,1.00,1.00,3,3.50,TAWNY PORT,123,101,3.50,3.50,6,,0.50,,1,D,0.75,RICH STRIKE,123,TP,FT,4,MCPEEK KENNETH G,3w move; cleared off,123,2.25,TIZ THE BOMB,123,9,31.0,2022,0,0
CD,2022-05-07,12,9,TIZ THE BOMB,2,BON,,,76,83,91,,88,4,6,90,TP,,,,,,,,,28,1870,,JBttglaM-B125k,,03-05-22 Unhurried to far turn; rallied five wide; angled in stretch; held,1,104.12,0.25,,1,4.25,4.25,7,23.97,48.18,23.97,72.44,48.18,,72.44,97.62,0,9,ACHARD ALEX,0,1,12,1.60,10,A,125000,JBttglaM-B125k,20220305,John Battaglia Memorial S.,5,N,,,2.50,2.50,4,2.25,STOLEN BASE,118,91,7.00,7.00,7,,0.13,,1,D,0.50,GRAEL,120,TP,FT,14,MCPEEK KENNETH G,5w 1/4 angled in held,124,0.25,TIZ THE BOMB,124,9,31.0,2022,0,0
CD,2022-05-07,12,9,TIZ THE BOMB,3,BON,02-05-22 Two wide turns; showed little,,81,87,83,,67,8,0,73,GP,,,,,,,,,92,1870,,HolyBull-G3,,02-05-22 Two wide turns; showed little,0,102.80,20.50,20.50,7,6.00,6.00,8,23.93,47.31,23.93,72.01,47.31,,72.01,96.45,0,4,HERNANDEZ B J JR,0,7,9,4.50,6,,250000,HolyBull-G3,20220205,Holy Bull S.,11,G3,,,6.75,6.75,8,0.13,SIMPLIFICATION,122,71,4.75,4.75,6,,10.00,10.00,8,D,1.00,MO DONEGAL,124,GP,FT,9,MCPEEK KENNETH G,No apparent mishap,124,4.50,WHITE ABARRIO,120,9,31.0,2022,0,0
CD,2022-05-07,12,9,TIZ THE BOMB,4,AOC,,,82,85,90,,101,8,5,96,DMR,,,,,,,,,26,1760,,BCJuvTrf-G1,,11-05-21 Shuffled early; inside; angled out; rallied between late,0,94.72,1.50,1.50,2,6.75,6.75,12,22.66,46.89,22.66,71.24,46.89,,71.24,,0,6,HERNANDEZ B J JR,0,2,13,7.80,3,,1000000,BCJuvTrf-G1,20211105,Breeders' Cup Juvenile Turf,10,G1,,,6.25,6.25,12,0.25,TIZ THE BOMB,122,90,7.25,7.25,11,,5.00,5.00,9,T,0.13,MACKINNON,122,DMR,FM,10,MCPEEK KENNETH G,Shuffld;ins;angled out,122,1.50,MODERN GAMES,122,9,31.0,2022,0,0
CD,2022-05-07,12,9,TIZ THE BOMB,5,AON,,,87,86,86,,81,9,8,84,KEE,,,,,,,,,34,1870,,Bourbon-G2,,10-10-21 Brk thru gate;stalkd 2w;chased btwn 2nd;6wd upr;kicked on;up 1/16,1,103.69,0.75,,1,3.50,3.50,4,22.94,47.54,22.94,72.86,47.54,,72.86,97.61,0,5,HERNANDEZ B J JR,0,1,14,2.90,12,,200000,Bourbon-G2,20211010,Castle & Key Bourbon S.,10,G2,,,2.75,2.75,5,0.50,STOLEN BASE,118,77,3.00,3.00,4,,0.75,0.75,4,T,0.75,CREDIBILITY,118,KEE,TF,19,MCPEEK KENNETH G,Brk thru gate;6wd upr,120,0.75,TIZ THE BOMB,120,9,31.0,2022,0,0
CD,2022-05-07,12,9,TIZ THE BOMB,6,AON,,,83,80,84,,87,9,6,84,KD,,,,,,,,,66,1760,,KDJuvMileB500k,,09-06-21 Back early on; 7p into lane; took over str; inched clr; held sway,0,95.83,0.75,,1,7.00,7.00,6,22.8,46.64,22.80,71.34,46.64,,71.34,,0,1,HERNANDEZ B J JR,0,1,10,6.10,9,,500000,KDJuvMileB500k,20210906,Kentucky Downs Juvenile Mile S.,11,N,,,3.00,3.00,5,0.50,KISS THE SKY,120,82,4.50,4.50,6,,0.50,,1,T,3.25,PLAY ACTION PASS,120,KD,FM,17,MCPEEK KENNETH G,Inched clear;held sway,120,0.75,TIZ THE BOMB,120,9,31.0,2022,0,0
